codice-isil;codice-sbn;denominazione;indirizzo;frazione;cap;comune;codice istat comune;provincia;regione;codice istat provincia;latitudine;longitudine;telefono;fax;email;url
IT-NU0020;;Biblioteca comunale;piazza Matteotti 4;;08023;Fonni;091024;Nuoro;SARDEGNA;091;40,11974;9,252354;0784-57285;+39 078457285;bibliotecafonni@alice.it;
IT-NU0024;CAGI3;Biblioteca comunale Don G. Cosseddu;via Grazia Deledda 67;;08020;Galtellì;091027;Nuoro;SARDEGNA;091;40,384139;9,6103488;0784-909059;+39 078490572 (Comune);biblioteca.galtelli@gmail.com;
IT-NU0025;;Biblioteca comunale F.lli Satta;Via Don Bosco 1;;08020;Gavoi;091028;Nuoro;SARDEGNA;091;40,1582349;9,1954849;+39 078453567;+39 078453567;bibliotecagavoi@gmail.com;
IT-NU0026;CAG1R;Biblioteca comunale Teresa Brughitta;Via Santa Maria 6;;08030;Gergei;111025;Sud Sardegna;SARDEGNA;111;39,699408;9,10018119999995;+39 0782807015;+39 0782808949;bibliogergei@tiscali.it;
IT-NU0028;CAGS1;Biblioteca comunale;piazza San Giuseppe, 5;;09056;Isili;111036;Sud Sardegna;SARDEGNA;111;39,741978;9,106898;+39 0782802641;+39 0782804163;biblioisili@tiscali.it;http://www.comune.isili.ca.it/index.php?option=com_content&view=article&id=62&Itemid=190
IT-NU0030;;Biblioteca comunale;Via Enrico Berlinguer 22;;08044;Jerzu;091035;Nuoro;SARDEGNA;091;39,7936266;9,517599099999984;+39 078270045;+39 078270681;biblioteca@comune.jerzu.og.it;
IT-NU0031;;Biblioteca comunale Angelino Usai;Via Zanardelli 25;;08045;Lanusei;091037;Nuoro;SARDEGNA;091;39,8772761;9,5424802;+39 078240111;+39 078240168;biblioteca@comunedilanusei.it;
IT-NU0033;;Biblioteca diocesana di Ogliastra;Via Roma, 106;;08045;Lanusei;091037;Nuoro;SARDEGNA;091;39,875662;9,544608;+39 0782.42158;+39 0782.482212;ubclanusei@gmail.com;http://www.bibliotecadiocesana.it
IT-NU0034;;Biblioteca comunale;via Vittorio Emanuele, 13;;08010;Lei;091038;Nuoro;SARDEGNA;091;40,3073667;8,9204033;+39 0785226117;;biblio-lei@tiscali.it;www.comune.lei.nu.it/informazioni/biblioteca-comunale/
IT-NU0035;CAGLO;Biblioteca comunale;Corso Villanova 10;;08020;Lodè;091041;Nuoro;SARDEGNA;091;40,5915134;9,5428702;+39 0784898018 int. 9;+39 0784899627;biblioteca@comune.lode.nu.it;
IT-NU0036;;Biblioteca comunale;via Repubblica;;08020;Lula;091043;Nuoro;SARDEGNA;091;40,4699959;9,4866093;0784-416894;+39 0784416894;biblioteca@comune.lula.nu.it;
IT-NU0037;;Biblioteca comunale;piazza Europa 15;;08024;Mamoiada;091046;Nuoro;SARDEGNA;091;40,2109816;9,2836499;0784-56763;+39 0784569240;bibliotecamamoiada@tiscali.it;
IT-NU0038;;Biblioteca comunale;Via Asilo 2;;08010;Montresta;095085;Oristano;SARDEGNA;095;40,285635;8,5830907;+39 0785309007;+39 0785309007;biblioteca.montresta@tiscali.it;
IT-NU0039;CAGCN;Biblioteca del Consorzio per la pubblica lettura Sebastiano Satta;Piazza Asproni 8;;08100;Nuoro;091051;Nuoro;SARDEGNA;091;0;0;;+39 0784244511;;http://www.bibliotecasatta.org/
IT-NU0041;CAGAN;Biblioteca dell'Archivio di Stato di Nuoro;Via Antonio Mereu 49;;08100;Nuoro;091051;Nuoro;SARDEGNA;091;40,31827;9,335039999999935;+39 078433476;+39 078433469;as-nu@beniculturali.it;http://www.archiviodistatonuoro.beniculturali.it/index.php?it/98/biblioteca
IT-NU0043;CAG1N;Biblioteca comunale L. Matta;via A. Moro 1;;09057;Nuragus;111045;Sud Sardegna;SARDEGNA;111;39,77883;9,037465;0782-818068;+39 0782818063;biblionuragus@gmail.com;
IT-NU0046;CAG1U;Biblioteca comunale G. Frongia;via Trento 4;;08035;Nurri;111048;Sud Sardegna;SARDEGNA;111;39,7110799;9,2280738;0782-842047;;biblionurri@gmail.com;
IT-NU0047;CAGOL;Biblioteca comunale Mario Ciusa Romagna;Via Vittorio Emanuele 72;;08025;Oliena;091055;Nuoro;SARDEGNA;091;40,2705979;9,40338799999995;+39 0784285320;+39 1786070192;biblioliena@gmail.com;
IT-NU0048;;Biblioteca comunale Carmelo Floris;via Santa Susanna;;08020;Ollolai;091056;Nuoro;SARDEGNA;091;40,1681772;9,1803105;+39 078451550;+39 078451499;serv.cult.ollolai@tiscali.it;http://www.sardegnabiblioteche.it/index.php?xsl=839&s=2&v=9&c=5941&codice=IT-NU0048
IT-NU0053;;Biblioteca comunale Sacerdote S. Merche;via S. Satta 4;;08020;Oniferi;091060;Nuoro;SARDEGNA;091;40,3093364;9,11997880000001;0784-70262;+39 078470262;bibliotecaoniferi@tiscali.it;
IT-NU0054;;Biblioteca comunale Castagna-Gatti;Via Piero Borrotzu snc;;08026;Orani;091061;Nuoro;SARDEGNA;091;40,2483453;9,17322230000002;+39 078474437;+39 0784731275;biblioteca@comune.orani.nu.it;
IT-NU0055;;Biblioteca comunale Progresso e lavoro;Corso Repubblica 338-340;;08027;Orgosolo;091062;Nuoro;SARDEGNA;091;40,2036471;9,358064799999966;+39 0784402087;+39 0784403143;bibliotecaorgosolo@virgilio.it;
IT-NU0057;;Biblioteca comunale;via San Giorgio 12/14;;08028;Orosei;091063;Nuoro;SARDEGNA;091;40,3805364;9,6909982;0784-998273;+39 0784997184;bibliorosei@tiscali.it;
IT-NU0058;;Biblioteca comunale N. Cossu;via Michelangelo Pira 13;;08020;Orotelli;091064;Nuoro;SARDEGNA;091;40,3025218;9,11346;0784-79808;+39 078479808;biblioteca@comune.orotelli.nu.it;
IT-NU0059;CAG1O;Biblioteca comunale Sa Libertadi;via C. Battisti 2;;09061;Orroli;111050;Sud Sardegna;SARDEGNA;111;39,693833;9,251738;0782-847768;+39 0782847624;bibliorroli@tiscali.it;
IT-NU0060;;Biblioteca comunale;piazza Guglielmo Marconi, 1;;08036;Ortueri;091066;Nuoro;SARDEGNA;091;40,03542119999999;8,986559999999999;+39 078466383;+39 078466383;bibliortueri@tiscali.it;http://www.sardegnabiblioteche.it/index.php?xsl=839&s=2&v=9&c=5941&codice=IT-NU0060
IT-NU0062;;Biblioteca comunale;piazza Europa 1;;08040;Osini;091069;Nuoro;SARDEGNA;091;39,8220429;9,49764500000003;0782-79031;+39 0782787004;osini@comune.osini.nu.it;
IT-NU0063;;Biblioteca comunale;viale Repubblica 41;;08020;Ottana;091070;Nuoro;SARDEGNA;091;40,232812;9,0443759;0784-721030;+39 0784721030;bibliotecaottana@tiscali.it;
IT-NU0064;CAGOV;Biblioteca comunale;Via Sassari 1;;08020;Ovodda;091071;Nuoro;SARDEGNA;091;40,0966143;9,16091600000004;+39 078454023 int. 7;+39 078454475 (Comune);bibliotecaovodda@tiscali.it;
IT-NU0065;;Biblioteca comunale;via Nazionale 1;;08020;Posada;091073;Nuoro;SARDEGNA;091;40,6378011;9,7256035;"0784-854494;";+39 0784854494;aagg@comune.posada.nu.it;
IT-NU0066;;Biblioteca comunale S. Soro;via Manzoni;;08020;Sarule;091077;Nuoro;SARDEGNA;091;40,2250682;9,1663343;0784-76519;+39 078476519;bibliotecasarule.sarule@alice.it;
IT-NU0068;CAG1F;Biblioteca comunale;via Roma, 81;;08030;Serri;111079;Sud Sardegna;SARDEGNA;111;39,70103;9,145975;+39 0782806252;+39 0782806116;biblioserri@tiscali.it;http://www.comuneserri.it/ente/struttura/BIBLIO
IT-NU0069;CAG1S;Biblioteca comunale;via Ospitone 97;;09065;Seulo;111082;Sud Sardegna;SARDEGNA;111;39,8693282;9,2375187;0782-589001;+39 0782589001;biblioteca.seulo@tiscali.it;
IT-NU0070;CAGNU;Biblioteca comunale G. Fiori;vico Stazione snc;;08017;Silanus;091083;Nuoro;SARDEGNA;091;40,2889723;8,8884026;0785-840021;+39 078584273 (Comune);biblioteca.silanus@hotmail.it;
IT-NU0071;;Biblioteca comunale Padre V. M. Cannas;Via Barbagia 7;;08047;Tertenia;091089;Nuoro;SARDEGNA;091;39,69578;9,57830999999999;+39 0782908015;+39 078293009;bibliotertenia@yahoo.com;
IT-NU0072;;Biblioteca comunale G. Putzu;largo Gramsci 2;;08030;Teti;091090;Nuoro;SARDEGNA;091;40,0957442;9,1182632;0784-68280;+39 078468280;bibliotecateti@tiscali.it;
IT-NU0073;CAG2C;Biblioteca comunale G. Deledda;via Sant'Antonio 2;;08039;Tonara;091093;Nuoro;SARDEGNA;091;40,0255223;9,1730985;0784-63291;+39 078463246 (Comune);bibliotonara1@tiscali.it;
IT-NU0075;;Biblioteca comunale Emilio e Joyce Lussu;Via Vittorio Emanuele 23;;08048;Tortolì;091095;Nuoro;SARDEGNA;091;39,9274848;9,65810899999997;+39 0782600792;;biblioteca@comuneditortoli.it;
IT-NU0076;;Biblioteca comunale;viale Europa 6;;08040;Triei;091097;Nuoro;SARDEGNA;091;40,0338162;9,64027009999995;0782-618363;+39 0782618363;biblioteca@comune.triei.ogliastra.it;
IT-NU0077;;Biblioteca comunale;via Nazionale 120;;08040;Ussassai;091100;Nuoro;SARDEGNA;091;39,81005;9,39409999999998;0782-55710;+39 978255890;socioculturali@comune.ussassai.og.it;
IT-NU0078;;Biblioteca comunale;via Caserma 4;Aritzo;08031;Aritzo;091001;Nuoro;SARDEGNA;091;39,9591092;9,19725790000007;0784-628017;+39 0784629293;biblioaritzo@tiscali.it;
IT-NU0079;;Biblioteca comunale I. Zucca;via San Nicolò 1;;08040;Baunei;091006;Nuoro;SARDEGNA;091;40,036886;9,6581436;0782-610761;+39 0782612205;bibliotecabaunei@tiscali.it;
IT-NU0080;USS77;Biblioteca comunale;via Ariosto 11;;08015;Macomer;091044;Nuoro;SARDEGNA;091;40,266939;8,77783;0785-790856;+39 0785749098;biblioteca@comune.macomer.nu.it;http://www.bibliotecadimacomer.it
IT-NU0082;CAGNI;Biblioteca comunale G. Deledda;via Roma 37;;08029;Siniscola;091085;Nuoro;SARDEGNA;091;40,5734921;9,6977281;0784-878654;+39 0784878654;bibliosiniscola@virgilio.it;
IT-NU0083;;Biblioteca comunale Santa Barbara;via Roma 111;;08049;Villagrande Strisaili;091101;Nuoro;SARDEGNA;091;39,958685;9,50724300000002;0782-319001;+39 0782319001;mcannas@comune.villagrandestrisaili.og.it;
IT-NU0084;;Biblioteca comunale;via Grazia Deledda 23;;08040;Urzulei;091099;Nuoro;SARDEGNA;091;40,0928233;9,50939300000005;0782-222311;+39 0782222311;bibliotecaurzulei@tiscali.it;
IT-NU0085;;Biblioteca comunale;Piazza Repubblica;;08040;Lotzorai;091042;Nuoro;SARDEGNA;091;39,9697717;9,66236830000003;+39 0782220081;+39 0782669648 (Comune);cultura.lotzorai@tiscali.it;
IT-NU0086;CAG1A;Biblioteca comunale;via San Sebastiano;;09058;Nurallao;111046;Sud Sardegna;SARDEGNA;111;39,7907741;9,078348;+39 0782815300;+39 0782815300;bibliotecanurallao@tiscali.it;www.comune.nurallao.ca.it/index.php/ente/struttura/BIBLIO
IT-NU0087;;Biblioteca comunale F. Curreli;via Roma 3;;08030;Austis;091004;Nuoro;SARDEGNA;091;40,0695875;9,090158;0784-67320;+39 078467058;biblioaustis@tiscali.it;
IT-NU0088;CAG2R;Biblioteca comunale;via Vittorio Emanuele 18;;08030;Atzara;091003;Nuoro;SARDEGNA;091;39,9910267;9,0749542;0784-659007;+39 078465380;biblioteca.atzara@tiscali.it;
IT-NU0089;CAGBH;Biblioteca comunale;via Minerva, c/o Scuole Medie;;08021;Bitti;091009;Nuoro;SARDEGNA;091;40,4782209;9,3808171;0784-414405;+39 0784414405;bibliobitti@tiscali.it;
IT-NU0090;;Biblioteca comunale Liberato Ceriale;Piazza Giubileo;;07051;Budoni;090091;Sassari;SARDEGNA;090;40,7094949;9,699232;+39 0784843014;+39 0784843014;biblioteca@comune.budoni.ot.it;
IT-NU0091;;Biblioteca comunale;piazza Garibaldi;;08040;Cardedu;091103;Nuoro;SARDEGNA;091;39,7971393;9,6258598;0782-75740;+39 0782769031;sicurezzasociale@tiscali.it;
IT-NU0092;;Biblioteca comunale Montanaru;Via Cagliari 66;;08032;Desulo;091016;Nuoro;SARDEGNA;091;40,006114;9,2235854;+39 0784619850;+39 0784619855;bibliodesulo@tiscali.it;
IT-NU0093;USS91;Biblioteca comunale C. Caddeo;via San Sebastiano 9;;08010;Dualchi;091018;Nuoro;SARDEGNA;091;40,2298151;8,8996303;0785-44721;+39 078544902 (Comune);bibliotecadualchi@gmail.com;
IT-NU0094;CAG1C;Biblioteca comunale L. Murtas;piazza Parrocchia;;09052;Escolca;111019;Sud Sardegna;SARDEGNA;111;39,6991452;9,1215372;0782-807029;+39 0782808516 (Comune);biblioescolca@gmail.com;
IT-NU0095;CAG1T;Biblioteca comunale;Via Sebastiano Satta;;08030;Esterzili;111020;Sud Sardegna;SARDEGNA;111;39,7806982;9,278312400000004;+39 0782562009;;biblioesterzili@tiscali.it;
IT-NU0096;;Biblioteca comunale;via Umberto I;;08030;Gadoni;091025;Nuoro;SARDEGNA;091;39,91039555616077;9,18492754100038;+39 0784625847;+39 0784625847;bibliogado@tiscali.it;www.comune.gadoni.nu.it/index.php/ente/albo/8905
IT-NU0097;;Biblioteca comunale Rosina Cocco;Piazza Melis;;08040;Gairo;091026;Nuoro;SARDEGNA;091;39,8472489;9,5064352;+39 078273479;+39 078273420;biblio.gairo@tiscali.it;
IT-NU0098;CAG1G;Biblioteca comunale E. De Amicis;via Roma 106;;09054;Genoni;111023;Sud Sardegna;SARDEGNA;111;39,9124488;9,1837908;0782-810234;+39 0782810234;bibliogenoni@tiscali.it;
IT-NU0099;;Biblioteca comunale Giovanni Usai;via Elini, 4;;08040;Ilbono;091032;Nuoro;SARDEGNA;091;39,8937798;9,5405409;+39 0782349059;+39 0782349135;biblioteca.ilbono@tiscali.it;www.comune.ilbono.og.it/presentazione/biblioteca-comunale-giovanni-usai/
IT-NU0100;CAGCI;Biblioteca comunale;Via La Marmora 10;;08020;Irgoli;091033;Nuoro;SARDEGNA;091;40,4101914;9,6291065;+39 0784979005;+39 078497188 (Comune);bibliotecairgoli@gmail.com;
IT-NU0101;CAG1L;Biblioteca comunale;Piazza Marconi c/o Palazzo Aymerich;;08034;Laconi;095082;Oristano;SARDEGNA;095;39,8542455;9,0540468;+39 0782869810;+39 0782869579;biblioteca.laconi@tiscali.it;
IT-NU0102;;Biblioteca comunale;via Armando Diaz;;08030;Meana Sardo;091047;Nuoro;SARDEGNA;091;39,9461226;9,072680499999999;+39 0784648066;+39 0784648066;bibliomeanas@tiscali.it;www.comunemeanasardo.it/ente/struttura/BIBLIO
IT-NU0103;;Biblioteca Storica Pietro Meloni Satta;Piazza San Giovanni 1;;08020;Olzai;091057;Nuoro;SARDEGNA;091;40,1829475;9,14812919999997;+39 078455023;+39 078455023;bibliolzai@tiscali.it;
IT-NU0104;CAGI2;Biblioteca comunale;via Zicchinu Mulas 15;;08020;Onifai;091059;Nuoro;SARDEGNA;091;40,4107899;9,627139;0784-979063;+39 0784979063;biblioteca.onifai@gmail.com;
IT-NU0105;;Biblioteca comunale A. Pigliaru;via Ennio Delogu;;08020;Orune;091067;Nuoro;SARDEGNA;091;40,40639;9,36903000000007;0784-278015;+39 0784278184;biblorune@tiscali.it;
IT-NU0106;CAGS2;Biblioteca comunale A. Gramsci;corso IV Novembre 98;;08038;Sorgono;091086;Nuoro;SARDEGNA;091;40,022843;9,100264;0784-60546;;bibliosorgono@tiscali.it;
IT-NU0107;;Biblioteca comunale;via Vittorio Emanuele 110;;08040;Talana;091088;Nuoro;SARDEGNA;091;40,0408646;9,49290270000006;0782-645015;+39 0782646682;biblioteca.talana@tiscali.it;
IT-NU0108;CAG1V;Biblioteca comunale;Via Aie 3;;08030;Villanova Tulo;111099;Sud Sardegna;SARDEGNA;111;39,7793814;9,2126524;+39 0782812009;+39 0782813028;biblioteca@comune.villanovatulo.ca.it;
IT-NU0109;;Biblioteca comunale Giannina Concas;Largo Dante 90;;08020;Lodine;091104;Nuoro;SARDEGNA;091;40,1620145;9,196299899999985;+39 078453717;+39 078453717;bibliotecalodine@tiscali.it;
IT-NU0110;USSA6;Biblioteca comunale;Via Santa Rughe 4;;08010;Flussio;095080;Oristano;SARDEGNA;095;40,2686111;8,5412592;+39 3664763471;+39 078534814;biblio.flussio@tiscali.it;
IT-NU0111;;Biblioteca comunale;Via IV Novembre;;08040;Girasole;091031;Nuoro;SARDEGNA;091;39,9521942;9,66341139999997;+39 0782668005;+39 0782668975 (comune);bibliotecagirasole@tiscali.it;
IT-NU0112;CAGLR;Biblioteca comunale Peppino Mereu;Via Roma 18;;08040;Loceri;091039;Nuoro;SARDEGNA;091;39,8562276;9,58246699999995;+39 078277051 (interno 3);+39 078277382 (comune);bibliotecaloceri@tiscali.it;
IT-NU0113;CAGI1;Biblioteca comunale;Via San Pietro 3;;08020;Loculi;091040;Nuoro;SARDEGNA;091;40,407613332391;9,61166131586913;+39 0784978203;+39 0784978203;bibliotecaloculi@gmail.com;
IT-NU0116;USSA4;Biblioteca comunale;piazza 4 Novembre 1;;08010;Noragugume;091050;Nuoro;SARDEGNA;091;40,2249841;8,9193671;0785-44743;+39 078544799;biblioteca@comune.noragugume.nu.it;
IT-NU0117;;Biblioteca comunale;via Mazzini;;08020;Osidda;091068;Nuoro;SARDEGNA;091;40,5245544;9,2193639;079-712700;+39 079712700;biblioteca@comune.osidda.nu.it;
IT-NU0118;;Biblioteca comunale D. Lai;corso Vittorio Emanuele;;08046;Perdasdefogu;091072;Nuoro;SARDEGNA;091;39,6812548;9,44053689999998;0782-950049;+39 078294190;biblioperdas@tiscali.it;
IT-NU0119;CAG1D;Biblioteca comunale A. Gramsci;via Grazia Deledda 3;;09062;Sadali;111058;Sud Sardegna;SARDEGNA;111;39,81418;9,27336500000001;0782-599019;;bibliosadali@gmail.com;
IT-NU0122;USSA3;Biblioteca comunale;via Roma 49;;08018;Sindia;091084;Nuoro;SARDEGNA;091;40,2978333;8,6576666;0785-41570;+39 078541298;bibliosindia@libero.it;
IT-NU0123;CAGNG;Biblioteca comunale Bachisio Ruggiu;Via Sindia 14;;08010;Suni;095087;Oristano;SARDEGNA;095;40,2811138;8,54995600000007;+39 078534209;+39 078534170;biblio.suni@gmail.com;
IT-NU0124;;Biblioteca comunale;via Lamarmora 1;;08020;Tiana;091091;Nuoro;SARDEGNA;091;40,068999;9,14748039999995;0784-699008;+39 078469200;bibliotiana@tiscali.it;
IT-NU0125;USSA8;Biblioteca comunale;Via Nazionale 43;;08010;Tinnura;095088;Oristano;SARDEGNA;095;40,2686513;8,5483927;+39 0785339048;+39 0785339048;biblio.tinnura@gmail.com;
IT-NU0126;CAGTO;Biblioteca comunale;via Vittorio Emanuele 35;;08020;Torpè;091094;Nuoro;SARDEGNA;091;40,629074;9,6784629;0784-828028;+39 0784829008;bibliotecatorpe210@tiscali.it;
IT-NU0127;CAG1H;Biblioteca comunale Demetrio Ballicu;Via San Giovanni;;08037;Seui;111081;Sud Sardegna;SARDEGNA;111;39,8408930456341;9,32074030611261;+39 078254611;+39 078254363;culturale@comune.seui.og.it;
IT-NU0131;CAGRE;Biblioteca dell'Istituto superiore regionale etnografico;Via Papandrea 6;;08100;Nuoro;091051;Nuoro;SARDEGNA;091;40,3216073;9,332222000000002;+39 0784242900;+39 078437484;biblioteca@isresardegna.org;http://www.isresardegna.it/mediateca/
IT-NU0136;;Biblioteca comunale;corso Vittorio Emanuele II, 73;;08040;Ulassai;091098;Nuoro;SARDEGNA;091;39,8112228;9,4995371;+39 078279149;+39 0782787142;ulassai.biblioteca@gmail.com;www.comune.ulassai.og.it/index.php/vivere/cultura/18
IT-NU0137;CAGNA;Biblioteca di Scienza dell'amministrazione e sviluppo locale;Via Salaris 18;;08100;Nuoro;091051;Nuoro;SARDEGNA;091;40,3225544;9,3329318;+39 0784244709;+39 0784244754;sasl@consuniversitario.it;
IT-NU0139;CAGBB;Bibliobus - Cooperativa servizi bibliotecari;Via I. Silone 2;;08100;Nuoro;091051;Nuoro;SARDEGNA;091;40,3142151;9,316891899999973;+39 078436313;;;
IT-NU0140;;Biblioteca della Colonia penale di Mamone;Via Centrale;;08020;Onanì;091058;Nuoro;SARDEGNA;091;40,4846147;9,44157199999995;;;;http://www.sardegnabiblioteche.it/index.php?xsl=839&s=2&v=9&c=5670&codice=IT-NU0140
IT-NU0141;;Biblioteca comunale S. Sanna Conti;via San Giovanni Bosco snc;;08030;Belvì;091007;Nuoro;SARDEGNA;091;39,9582369;9,18454759999997;0784-629655;;bibliobelvi@tiscali.it;
IT-NU0142;CAGEU;Biblioteca del Centro Servizi Culturali UNLA;viale GRAMSCI;;08015;Macomer;091044;Nuoro;SARDEGNA;091;40,2634509;8,76449279999997;078571164;+39 0785749184;csc.macomer@gmail.com;www.cscmacomer.it
IT-NU0143;;Biblioteca di Scienze ambientali e forestali dell'Università degli studi di Sassari;Via Colombo, 1;Località Sa Terra Mala;08100;Nuoro;091051;Nuoro;SARDEGNA;091;40,3134379;9,3100807;+39 0784214900;+39 0784205292;biblionuoro@uniss.it;
IT-NU0217;;Biblioteca della Camera di commercio, industria, artigianato e agricoltura - CCIAA;Via Papandrea 8;;08100;Nuoro;091051;Nuoro;SARDEGNA;091;;;+39 0784 242530;+39 0784 30142;personale@nu.camcom.it;
IT-NU0218;CAGON;Biblioteca comunale;Via Roma 29;;08020;Onanì;091058;Nuoro;SARDEGNA;091;;;+39 0784 410045;+39 0784 410045;bibblioteca.onani@gmail.com;
IT-OG0028;;Biblioteca sociale P.A.S. Arcobaleno;Via Sardegna 12;;08042;Bari Sardo;091005;Nuoro;SARDEGNA;091;;;+39 078228100;;pasarcobaleno@yahoo.it;
IT-OG0029;;Ichnussa, Biblioteca digitale della poesia sarda;corso VITTORIO EMANUELE II 73;;08040;Ulassai;091098;Nuoro;SARDEGNA;091;39,811215;9,49953000000005;078279149;;saperdaesuentu@tiscali.it;http://www.poesias.it/
IT-OG0030;;Biblioteca Salesiana Don Giovanni Bosco;Viale Don Bosco, 3;;08045;Lanusei;091037;Nuoro;SARDEGNA;091;39,875342;9,54526190000001;+39 078242102;;info@bibliotecadonbosco.it;http://www.bibliotecadonbosco.it
IT-OR0001;CAG6A;Biblioteca comunale;Viale della Rimembranza, 1;;09071;Abbasanta;095001;Oristano;SARDEGNA;095;40,1221502;8,8238528;+39 078554261;+39 078554261;biblioabba@tiscali.it;
IT-OR0003;CAG6R;Biblioteca comunale Emilio Lussu;Via Cortejosso 2/A;;09070;Aidomaggiore;095002;Oristano;SARDEGNA;095;40,1741515;8,8570154;+39 078557798;+39 078557798;bibliotecaelussu@libero.it;http://www.comuneaidomaggiore.it/biblioteca/index_bibl1.htm
IT-OR0004;CAGD1;Biblioteca comunale;Via Cavour, 4;;09090;Albagiara;095003;Oristano;SARDEGNA;095;39,7869125;8,8617577;+39 0783938043;+39 0783938420;biblioteca@comune.albagiara.or.it;
IT-OR0005;CAGD9;Biblioteca comunale Peppinetto Boy;Corso Cattedrale 53;;09091;Ales;095004;Oristano;SARDEGNA;095;39,7664488;8,8177289;+39 0783911339;+39 0783911336;bibliotecales@tiscali.it;
IT-OR0006;;Biblioteca comunale;Via Ponte Nuovo 3;;09080;Allai;095005;Oristano;SARDEGNA;095;39,9583731664674;8,8595696174134;+39 0783097496;;comunediallaibiblio@tiscali.it;
IT-OR0007;CAGRB;Biblioteca comunale;Via Roma 69;;09092;Arborea;095006;Oristano;SARDEGNA;095;39,7721583;8,5824055;+39 0783801307;+39 07838033223;biblioteca@comunearborea.it;
IT-OR0008;;Biblioteca comunale;Via San Damiano;;09081;Ardauli;095007;Oristano;SARDEGNA;095;40,0871527;8,91129169999999;+39 0783651688;+39 0783651573;biblioardauli@yahoo.it;http://www.comune.ardauli.or.it/biblioteca_comunale.html
IT-OR0009;CAGBR;Biblioteca comunale;Via Sardegna;;09070;Baratili San Pietro;095011;Oristano;SARDEGNA;095;39,9916728;8,5578323;+39 0783412080;+39 0783412080;bibliobaratili@live.it;
IT-OR0010;CAG4L;Biblioteca comunale;Piazza E. Lussu;;09070;Bauladu;095013;Oristano;SARDEGNA;095;40,0206686;8,6724793;+39 0783590197;+39 078351592;bauladu@bibliomontiferru.it;
IT-OR0011;CAG4B;Biblioteca comunale;Via Flores 12;;09070;Bonarcado;095015;Oristano;SARDEGNA;095;40,0986638;8,6546228;+39 078356346;+39 0783569009;bonarcado@bibliomontiferru.it;
IT-OR0012;CAGS3;Biblioteca comunale;Via Torresani 1;;09082;Busachi;095017;Oristano;SARDEGNA;095;40,0338166;8,8935291;+39 078362136;;bibliobusachi@libero.it;
IT-OR0013;CAGCB;Biblioteca comunale;Via Matteotti;;09072;Cabras;095018;Oristano;SARDEGNA;095;39,9306779;8,5300495;+39 0783290321;+39 0783290624;biblioteca.cabras@virgilio.it;
IT-OR0014;CAGS4;Biblioteca comunale;Via Carlo Alberto 2;;09073;Cuglieri;095019;Oristano;SARDEGNA;095;40,1873643;8,5701138;+39 0785368228;+39 0785368214;cuglieri@bibliomontiferru.it;
